q,measurement_type,10,20,50,100,200
11,"Y0(100,0.4)",7.430566992601248,7.499859505201685,7.516753556236795,7.517130579269033,7.517135635600779
11,Runtime[s],5965.276252985001,10932.847093105316,24935.392666101456,48705.961517095566,97810.96660494804
